endpoint	lag_start_complete_days	lag_end_complete_days	estimate_per_mm	site_clustered_standard_error	site_clustered_t	nominal_two_sided_p	interpretation
shannon	1	1	-0.06645973694654402	0.2639565390102739	-0.25178287757424045	0.8012088927613417	descriptive shape sensitivity
shannon	2	2	0.46372352127351685	0.6010042902019017	0.7715810499750897	0.4403626014648251	descriptive shape sensitivity
shannon	3	4	0.16068694141878143	0.09144693631504701	1.757160468068534	0.07889046134454729	descriptive shape sensitivity
shannon	5	7	-7.958498158828001e-05	0.10195081712352583	-0.0007806213214735995	0.9993771543630199	descriptive shape sensitivity
shannon	8	14	-0.024722604432216494	0.1727424531261746	-0.14311828959704886	0.8861967606266888	descriptive shape sensitivity
shannon	15	30	0.03429194944097416	0.1283210887295075	0.26723549324974444	0.7892878498799103	descriptive shape sensitivity
shannon	31	60	-0.06014731284272941	0.021696507852946	-2.7722116964810297	0.005567681472932458	descriptive shape sensitivity
