site_a	site_b	geographic_distance_km	compartment	compartment_label	aitchison_dissimilarity
44	53	144.2784692	Surface	Surface	39.55245008
44	54	166.7944931	Surface	Surface	45.73634014
44	55	170.4451734	Surface	Surface	47.14897258
44	56	191.5910986	Surface	Surface	32.55812851
44	57	210.5900396	Surface	Surface	42.98676991
44	58	228.3872899	Surface	Surface	40.11110574
44	59	232.7891479	Surface	Surface	39.57487188
44	60	243.1244232	Surface	Surface	37.37133634
45	46	21.08031392	Surface	Surface	29.45118036
45	47	41.97874226	Surface	Surface	28.2084172
45	48	65.45474057	Surface	Surface	24.17402414
45	49	86.18447578	Surface	Surface	21.4418215
45	50	100.1030105	Surface	Surface	28.94332213
45	51	109.648824	Surface	Surface	26.25131009
45	52	129.111633	Surface	Surface	37.24843956
45	53	138.5396336	Surface	Surface	32.51550938
45	54	161.08541	Surface	Surface	37.73817365
45	55	164.7036857	Surface	Surface	32.92090446
45	56	185.7327275	Surface	Surface	27.94920115
45	57	204.6593095	Surface	Surface	35.54543091
45	58	222.4193654	Surface	Surface	29.56293669
45	59	226.8171618	Surface	Surface	30.66262287
45	60	237.1695839	Surface	Surface	34.17963602
46	47	20.89920801	Surface	Surface	28.06930505
46	48	44.42986158	Surface	Surface	33.21244159
46	49	65.43934218	Surface	Surface	27.80065817
46	50	79.65146904	Surface	Surface	34.82626752
46	51	89.65518977	Surface	Surface	26.29671764
46	52	109.0767921	Surface	Surface	27.49900972
46	53	118.4439211	Surface	Surface	23.04783436
46	54	141.0725387	Surface	Surface	27.8710663
46	55	144.5647273	Surface	Surface	28.91407402
46	56	165.1508115	Surface	Surface	23.99925275
46	57	183.8213186	Surface	Surface	29.70328312
46	58	201.4592846	Surface	Surface	28.55414562
46	59	205.8443432	Surface	Surface	29.24258452
46	60	216.2491624	Surface	Surface	25.74359946
47	48	23.72799584	Surface	Surface	32.80843124
47	49	45.25711024	Surface	Surface	26.4035302
47	50	59.90229234	Surface	Surface	23.6427625
47	51	70.57673812	Surface	Surface	27.90914131
47	52	89.79494505	Surface	Surface	32.77358819
47	53	99.02754925	Surface	Surface	26.86646928
47	54	121.6891144	Surface	Surface	33.73046058
47	55	125.0004669	Surface	Surface	35.90027239
47	56	144.9555261	Surface	Surface	22.85780087
47	57	163.2712808	Surface	Surface	32.85130513
47	58	180.740433	Surface	Surface	29.82145297
47	59	185.107531	Surface	Surface	29.42693949
47	60	195.5803455	Surface	Surface	25.90755652
48	49	21.93732623	Surface	Surface	26.74957993
48	50	36.93237329	Surface	Surface	33.26594535
48	51	48.30680795	Surface	Surface	31.62371835
48	52	67.06347241	Surface	Surface	39.15143304
48	53	76.10096032	Surface	Surface	35.13466266
48	54	98.70515493	Surface	Surface	37.65446888
48	55	101.8496995	Surface	Surface	31.97803495
48	56	121.3415229	Surface	Surface	33.54798501
48	57	139.5437555	Surface	Surface	36.61236042
48	58	157.0461479	Surface	Surface	30.14856509
48	59	161.4236593	Surface	Surface	34.21761481
48	60	171.8663477	Surface	Surface	36.79297357
49	50	15.08113356	Surface	Surface	28.48638803
49	51	26.88660575	Surface	Surface	24.30035391
49	52	45.20606987	Surface	Surface	34.48076004
49	53	54.17783089	Surface	Surface	30.66297498
49	54	76.76971482	Surface	Surface	35.24186515
49	55	79.91949316	Surface	Surface	33.96470877
49	56	99.74828207	Surface	Surface	25.64506123
49	57	118.4847981	Surface	Surface	32.56184691
49	58	136.4373426	Surface	Surface	28.6840627
49	59	140.8752858	Surface	Surface	30.40203568
49	60	151.081231	Surface	Surface	30.89689681
50	51	12.20537655	Surface	Surface	34.57676847
50	52	30.13862068	Surface	Surface	40.08745066
50	53	39.19317535	Surface	Surface	34.88390159
50	54	61.83242326	Surface	Surface	40.89380169
50	55	65.09828217	Surface	Surface	41.997665
50	56	85.64698882	Surface	Surface	31.48191959
50	57	105.0925268	Surface	Surface	38.80898484
50	58	123.5376493	Surface	Surface	36.324926
50	59	128.0312781	Surface	Surface	36.62568663
50	60	137.9328955	Surface	Surface	33.23162036
51	52	19.46298021	Surface	Surface	30.16509976
51	53	28.90569466	Surface	Surface	27.73283885
51	54	51.44721931	Surface	Surface	34.06596985
51	55	55.07138365	Surface	Surface	30.74137791
51	56	77.04932778	Surface	Surface	23.87136966
51	57	97.51469411	Surface	Surface	30.41084658
51	58	116.5504352	Surface	Surface	25.77793684
51	59	121.0946989	Surface	Surface	26.43563037
51	60	130.5235107	Surface	Surface	27.29096245
52	53	9.47227066	Surface	Surface	23.34410359
52	54	31.99757785	Surface	Surface	24.95544711
52	55	35.61816667	Surface	Surface	31.00781305
52	56	58.11401364	Surface	Surface	26.04987846
52	57	79.18247316	Surface	Surface	28.70488561
52	58	98.58812773	Surface	Surface	28.65661443
52	59	103.1512836	Surface	Surface	27.51074443
52	60	112.1681203	Surface	Surface	24.37436062
53	54	22.66277869	Surface	Surface	22.25654962
53	55	26.16680334	Surface	Surface	27.2911897
53	56	48.81049968	Surface	Surface	22.76224378
53	57	70.14394669	Surface	Surface	25.5832242
53	58	89.69770465	Surface	Surface	26.49269953
53	59	94.26225202	Surface	Surface	25.28974103
53	60	103.0711275	Surface	Surface	20.65021084
54	55	4.647554256	Surface	Surface	26.76769478
54	56	29.43830044	Surface	Surface	30.38805303
54	57	51.81552153	Surface	Surface	25.61388756
54	58	71.71687276	Surface	Surface	28.21300488
54	59	76.21188144	Surface	Surface	29.68789574
54	60	83.86219773	Surface	Surface	26.98682993
55	56	24.80091264	Surface	Surface	31.10424748
55	57	47.17088159	Surface	Surface	25.72236378
55	58	67.0726104	Surface	Surface	25.70065591
55	59	71.569827	Surface	Surface	32.06259114
55	60	79.27308994	Surface	Surface	30.68117589
56	57	22.4019117	Surface	Surface	28.06383286
56	58	42.29332857	Surface	Surface	28.16122811
56	59	46.77799439	Surface	Surface	22.49178536
56	60	54.62210931	Surface	Surface	24.67515433
57	58	19.90198726	Surface	Surface	26.56143756
57	59	24.41079595	Surface	Surface	30.47633822
57	60	33.01569863	Surface	Surface	27.85042685
58	59	4.564693701	Surface	Surface	28.62870523
58	60	15.19989221	Surface	Surface	25.98897473
59	60	11.48311645	Surface	Surface	28.5515515
1	2	10.10648629	Deep	Shallow subsurface	21.10711349
1	3	28.25796439	Deep	Shallow subsurface	20.79884715
1	4	47.61544412	Deep	Shallow subsurface	18.42737646
1	5	58.85946294	Deep	Shallow subsurface	27.62332315
1	6	73.55524788	Deep	Shallow subsurface	22.65711882
1	7	87.06997825	Deep	Shallow subsurface	25.33097721
1	8	102.2829382	Deep	Shallow subsurface	29.03525774
1	9	122.206354	Deep	Shallow subsurface	30.77818233
1	10	138.5354625	Deep	Shallow subsurface	24.75741111
1	11	156.9523329	Deep	Shallow subsurface	23.89823127
1	12	178.0420697	Deep	Shallow subsurface	28.55445484
1	13	201.6005194	Deep	Shallow subsurface	23.49762141
1	14	227.2011724	Deep	Shallow subsurface	29.48049845
1	15	246.7396651	Deep	Shallow subsurface	23.5099512
1	16	262.8044668	Deep	Shallow subsurface	23.04552123
1	17	284.1077048	Deep	Shallow subsurface	25.63863551
1	18	307.8393819	Deep	Shallow subsurface	29.28597304
1	19	329.5327081	Deep	Shallow subsurface	22.34690363
1	20	349.673269	Deep	Shallow subsurface	28.62773979
1	21	356.7704178	Deep	Shallow subsurface	28.05000688
1	22	374.3426741	Deep	Shallow subsurface	23.54321495
1	23	389.843226	Deep	Shallow subsurface	26.47897391
1	24	403.8103918	Deep	Shallow subsurface	34.78856393
1	25	409.5609904	Deep	Shallow subsurface	29.03297059
1	26	423.5184924	Deep	Shallow subsurface	25.00726161
1	27	436.9448526	Deep	Shallow subsurface	27.22125258
1	28	455.7387838	Deep	Shallow subsurface	30.42733305
1	29	476.0392933	Deep	Shallow subsurface	30.25093653
1	30	488.0409304	Deep	Shallow subsurface	32.60154722
1	31	509.7584327	Deep	Shallow subsurface	37.21072406
1	32	530.6215785	Deep	Shallow subsurface	42.51764786
1	33	552.1228693	Deep	Shallow subsurface	34.5692331
1	34	574.3947786	Deep	Shallow subsurface	34.63285598
1	35	596.9239916	Deep	Shallow subsurface	32.28544443
1	36	640.4532381	Deep	Shallow subsurface	35.33681076
1	37	661.6027389	Deep	Shallow subsurface	29.83694946
1	38	664.3532204	Deep	Shallow subsurface	37.35741956
1	39	688.7119861	Deep	Shallow subsurface	35.65059839
1	40	712.8752931	Deep	Shallow subsurface	30.87349345
1	41	725.001922	Deep	Shallow subsurface	39.85942061
1	42	743.5378843	Deep	Shallow subsurface	29.75573132
1	43	754.0557975	Deep	Shallow subsurface	32.36653277
1	44	773.1090806	Deep	Shallow subsurface	33.89967693
1	45	778.8870015	Deep	Shallow subsurface	35.02699052
1	46	799.3134504	Deep	Shallow subsurface	35.16041293
1	47	819.5350219	Deep	Shallow subsurface	29.32353509
1	48	843.2164368	Deep	Shallow subsurface	30.71607207
1	49	864.7013877	Deep	Shallow subsurface	33.78355453
1	50	878.9351544	Deep	Shallow subsurface	31.73416867
1	51	888.4684542	Deep	Shallow subsurface	39.70153732
1	52	907.9238235	Deep	Shallow subsurface	45.48776777
1	53	917.3740007	Deep	Shallow subsurface	44.11358091
1	54	939.8353911	Deep	Shallow subsurface	42.97599482
1	55	943.5396347	Deep	Shallow subsurface	43.0035746
1	56	964.4485269	Deep	Shallow subsurface	43.5564218
1	57	982.5793282	Deep	Shallow subsurface	39.84247534
1	58	999.3262151	Deep	Shallow subsurface	39.257157
1	59	1003.546557	Deep	Shallow subsurface	38.17850029
1	60	1014.391542	Deep	Shallow subsurface	40.77628864
2	3	18.15173038	Deep	Shallow subsurface	21.61752786
2	4	37.53608796	Deep	Shallow subsurface	21.57964147
2	5	48.84550602	Deep	Shallow subsurface	24.99942828
2	6	63.76453397	Deep	Shallow subsurface	22.72122325
2	7	77.45644003	Deep	Shallow subsurface	26.93717757
2	8	92.89932418	Deep	Shallow subsurface	28.91170025
2	9	112.9206711	Deep	Shallow subsurface	31.47194166
2	10	129.3301654	Deep	Shallow subsurface	27.63172386
2	11	147.7769345	Deep	Shallow subsurface	24.57679654
2	12	168.8761075	Deep	Shallow subsurface	28.50072862
2	13	192.4089677	Deep	Shallow subsurface	25.06712316
2	14	217.9964245	Deep	Shallow subsurface	31.46992509
2	15	237.5409349	Deep	Shallow subsurface	23.55860404
2	16	253.602577	Deep	Shallow subsurface	25.76183183
2	17	274.9169517	Deep	Shallow subsurface	28.99073796
2	18	298.6273716	Deep	Shallow subsurface	31.76359856
2	19	320.2616159	Deep	Shallow subsurface	26.8883304
2	20	340.3809717	Deep	Shallow subsurface	30.59436313
2	21	347.4557267	Deep	Shallow subsurface	29.49139908
2	22	364.9787435	Deep	Shallow subsurface	24.12629254
2	23	380.4381739	Deep	Shallow subsurface	26.83645106
2	24	394.3928449	Deep	Shallow subsurface	35.46670337
2	25	400.1493405	Deep	Shallow subsurface	32.110764
2	26	414.090173	Deep	Shallow subsurface	29.26969012
2	27	427.4936096	Deep	Shallow subsurface	28.69296769
2	28	446.2918716	Deep	Shallow subsurface	28.66659678
2	29	466.6205986	Deep	Shallow subsurface	31.20720029
2	30	478.6379946	Deep	Shallow subsurface	33.50490999
2	31	500.3755507	Deep	Shallow subsurface	35.80915497
2	32	521.2634224	Deep	Shallow subsurface	42.233202
2	33	542.796405	Deep	Shallow subsurface	34.43078071
2	34	565.0835499	Deep	Shallow subsurface	34.75664279
2	35	587.6269677	Deep	Shallow subsurface	31.27083909
2	36	631.1821728	Deep	Shallow subsurface	34.38700593
2	37	652.3389769	Deep	Shallow subsurface	30.57264106
2	38	655.0883977	Deep	Shallow subsurface	36.04671353
2	39	679.4459715	Deep	Shallow subsurface	35.65458478
2	40	703.6158437	Deep	Shallow subsurface	29.38628848
2	41	715.7622282	Deep	Shallow subsurface	33.5086477
2	42	734.3105746	Deep	Shallow subsurface	26.87391435
2	43	744.8329747	Deep	Shallow subsurface	31.61532728
2	44	763.9077107	Deep	Shallow subsurface	32.44044826
2	45	769.6946918	Deep	Shallow subsurface	31.8444992
2	46	790.1489392	Deep	Shallow subsurface	28.37199161
2	47	810.3983647	Deep	Shallow subsurface	29.0679018
2	48	834.0872347	Deep	Shallow subsurface	26.29271312
2	49	855.5494089	Deep	Shallow subsurface	28.34113038
2	50	869.7585149	Deep	Shallow subsurface	31.1321162
2	51	879.2553406	Deep	Shallow subsurface	36.64974789
2	52	898.7079712	Deep	Shallow subsurface	38.3285393
2	53	908.1610059	Deep	Shallow subsurface	39.5758925
2	54	930.6086647	Deep	Shallow subsurface	36.05870295
2	55	934.3252667	Deep	Shallow subsurface	36.60998876
2	56	955.2931882	Deep	Shallow subsurface	36.71688171
2	57	973.4827732	Deep	Shallow subsurface	33.82523539
2	58	990.2780369	Deep	Shallow subsurface	32.94543775
2	59	994.506205	Deep	Shallow subsurface	33.21806312
2	60	1005.334166	Deep	Shallow subsurface	37.85066527
3	4	19.5304485	Deep	Shallow subsurface	20.17960122
3	5	31.04949852	Deep	Shallow subsurface	26.66080573
3	6	46.57962419	Deep	Shallow subsurface	17.89194503
3	7	60.66194235	Deep	Shallow subsurface	20.26251244
3	8	76.58614031	Deep	Shallow subsurface	23.03809295
3	9	96.73500037	Deep	Shallow subsurface	25.03606937
3	10	113.2625709	Deep	Shallow subsurface	21.13919539
3	11	131.7186662	Deep	Shallow subsurface	20.68080453
3	12	152.7891493	Deep	Shallow subsurface	23.15080233
3	13	176.2274267	Deep	Shallow subsurface	19.73709017
3	14	201.7547597	Deep	Shallow subsurface	26.46878398
3	15	221.2917862	Deep	Shallow subsurface	20.0011645
3	16	237.3331344	Deep	Shallow subsurface	21.76981919
3	17	258.654176	Deep	Shallow subsurface	23.05883454
3	18	282.3073104	Deep	Shallow subsurface	26.20056707
3	19	303.8129465	Deep	Shallow subsurface	22.87716007
3	20	323.8817721	Deep	Shallow subsurface	25.51754715
3	21	330.9095758	Deep	Shallow subsurface	24.74013034
3	22	348.3295069	Deep	Shallow subsurface	22.44128542
3	23	363.7034797	Deep	Shallow subsurface	22.64563467
3	24	377.6300017	Deep	Shallow subsurface	30.36336173
3	25	383.39667	Deep	Shallow subsurface	28.64136971
3	26	397.301644	Deep	Shallow subsurface	23.24374998
3	27	410.6574455	Deep	Shallow subsurface	23.88950439
3	28	429.4605894	Deep	Shallow subsurface	26.18744262
3	29	449.8406274	Deep	Shallow subsurface	25.17408266
3	30	461.8865721	Deep	Shallow subsurface	28.76969409
3	31	483.6594461	Deep	Shallow subsurface	31.96177895
3	32	504.5918862	Deep	Shallow subsurface	38.1584892
3	33	526.1827887	Deep	Shallow subsurface	31.39864548
3	34	548.4961436	Deep	Shallow subsurface	30.76012136
3	35	571.0638912	Deep	Shallow subsurface	27.06954138
3	36	614.6636024	Deep	Shallow subsurface	30.27339828
3	37	635.832055	Deep	Shallow subsurface	26.06407785
3	38	638.5791672	Deep	Shallow subsurface	29.61099928
3	39	662.9320384	Deep	Shallow subsurface	31.23308894
3	40	687.112147	Deep	Shallow subsurface	26.05098407
3	41	699.294973	Deep	Shallow subsurface	31.84419824
3	42	717.8652031	Deep	Shallow subsurface	23.58301874
3	43	728.3952216	Deep	Shallow subsurface	28.78892379
3	44	747.5090295	Deep	Shallow subsurface	26.80081846
3	45	753.312693	Deep	Shallow subsurface	32.26564014
3	46	773.8178889	Deep	Shallow subsurface	28.50810587
3	47	794.1183585	Deep	Shallow subsurface	25.83105971
3	48	817.8195269	Deep	Shallow subsurface	27.11749682
3	49	839.2372512	Deep	Shallow subsurface	29.24035086
3	50	853.3989402	Deep	Shallow subsurface	28.58113299
3	51	862.8264222	Deep	Shallow subsurface	33.19844616
3	52	882.2727498	Deep	Shallow subsurface	40.11383848
3	53	891.7306307	Deep	Shallow subsurface	38.48904588
3	54	914.1512086	Deep	Shallow subsurface	37.06298732
3	55	917.8908769	Deep	Shallow subsurface	37.92316956
3	56	938.9686929	Deep	Shallow subsurface	38.3272014
3	57	957.2676898	Deep	Shallow subsurface	33.14394779
3	58	974.1527769	Deep	Shallow subsurface	33.91747566
3	59	978.3953824	Deep	Shallow subsurface	33.21216219
3	60	989.1908481	Deep	Shallow subsurface	36.42838335
4	5	11.65887821	Deep	Shallow subsurface	27.18566805
4	6	27.77425278	Deep	Shallow subsurface	18.02058783
4	7	42.13380236	Deep	Shallow subsurface	21.30459973
4	8	58.42971527	Deep	Shallow subsurface	24.80396764
4	9	78.54748239	Deep	Shallow subsurface	27.7454687
4	10	95.10216756	Deep	Shallow subsurface	21.87174541
4	11	113.4927702	Deep	Shallow subsurface	19.73318187
4	12	134.4770813	Deep	Shallow subsurface	21.63108922
4	13	157.7860579	Deep	Shallow subsurface	21.21939553
4	14	183.2279232	Deep	Shallow subsurface	29.16117085
4	15	202.7387605	Deep	Shallow subsurface	19.28660573
4	16	218.7500534	Deep	Shallow subsurface	20.84977059
4	17	240.0612282	Deep	Shallow subsurface	23.79085774
4	18	263.6557029	Deep	Shallow subsurface	28.46895742
4	19	285.0534315	Deep	Shallow subsurface	22.73087771
4	20	305.0774	Deep	Shallow subsurface	26.6793128
4	21	312.0686086	Deep	Shallow subsurface	25.60459876
4	22	329.4098983	Deep	Shallow subsurface	23.65993347
4	23	344.7209102	Deep	Shallow subsurface	25.09784979
4	24	358.6255041	Deep	Shallow subsurface	31.43962766
4	25	364.3980167	Deep	Shallow subsurface	29.95223426
4	26	378.2764414	Deep	Shallow subsurface	25.91075078
4	27	391.5986264	Deep	Shallow subsurface	27.04721239
4	28	410.4024053	Deep	Shallow subsurface	25.69596237
4	29	430.8136326	Deep	Shallow subsurface	27.06083447
4	30	442.8770482	Deep	Shallow subsurface	31.99203511
4	31	464.6709274	Deep	Shallow subsurface	33.80142281
4	32	485.6309864	Deep	Shallow subsurface	39.28804508
4	33	507.2588839	Deep	Shallow subsurface	31.39707401
4	34	529.5878432	Deep	Shallow subsurface	33.62580323
4	35	552.1700687	Deep	Shallow subsurface	28.80929931
4	36	595.7965051	Deep	Shallow subsurface	33.99902086
4	37	616.9712507	Deep	Shallow subsurface	29.47500019
4	38	619.7165502	Deep	Shallow subsurface	32.28336703
4	39	644.064327	Deep	Shallow subsurface	35.49610369
4	40	668.2497625	Deep	Shallow subsurface	27.78159269
4	41	680.4568983	Deep	Shallow subsurface	37.35028438
4	42	699.0410547	Deep	Shallow subsurface	27.92722671
4	43	709.575679	Deep	Shallow subsurface	30.49321537
4	44	728.7155019	Deep	Shallow subsurface	30.59401367
4	45	734.53048	Deep	Shallow subsurface	35.3783031
4	46	755.0702605	Deep	Shallow subsurface	32.82337053
4	47	775.4056959	Deep	Shallow subsurface	27.83313447
4	48	799.114215	Deep	Shallow subsurface	29.5944711
4	49	820.4992152	Deep	Shallow subsurface	33.45270408
4	50	834.6268466	Deep	Shallow subsurface	31.09668097
4	51	844.0057008	Deep	Shallow subsurface	38.25668264
4	52	863.446817	Deep	Shallow subsurface	44.93415611
4	53	872.9076266	Deep	Shallow subsurface	43.70728203
4	54	895.3086938	Deep	Shallow subsurface	41.4245628
4	55	899.0640275	Deep	Shallow subsurface	41.77056021
4	56	920.2172685	Deep	Shallow subsurface	43.19692904
4	57	938.5928892	Deep	Shallow subsurface	38.24413278
4	58	955.5417755	Deep	Shallow subsurface	37.56593742
4	59	959.7946442	Deep	Shallow subsurface	37.70508268
4	60	970.5661461	Deep	Shallow subsurface	40.42033351
5	6	16.37101943	Deep	Shallow subsurface	24.33956582
5	7	30.7716123	Deep	Shallow subsurface	29.2268305
5	8	47.18296041	Deep	Shallow subsurface	32.27431341
5	9	67.21821823	Deep	Shallow subsurface	34.39606129
5	10	83.75467116	Deep	Shallow subsurface	32.09123607
5	11	102.0965242	Deep	Shallow subsurface	29.27400582
5	12	123.032847	Deep	Shallow subsurface	29.79014472
5	13	146.2869526	Deep	Shallow subsurface	29.70877259
5	14	171.695417	Deep	Shallow subsurface	37.99108202
5	15	191.1951047	Deep	Shallow subsurface	30.27623985
5	16	207.1956871	Deep	Shallow subsurface	32.40014749
5	17	228.5018061	Deep	Shallow subsurface	33.43073554
5	18	252.0789563	Deep	Shallow subsurface	35.7266243
5	19	273.4499091	Deep	Shallow subsurface	32.7421862
5	20	293.4635646	Deep	Shallow subsurface	35.26791028
5	21	300.4473249	Deep	Shallow subsurface	33.83885566
5	22	317.7743952	Deep	Shallow subsurface	25.92059667
5	23	333.0760374	Deep	Shallow subsurface	31.86908068
5	24	346.9777571	Deep	Shallow subsurface	38.524197
5	25	352.75091	Deep	Shallow subsurface	39.96138447
5	26	366.626205	Deep	Shallow subsurface	35.81596567
5	27	379.9450767	Deep	Shallow subsurface	35.85793853
5	28	398.7488154	Deep	Shallow subsurface	35.19441864
5	29	419.162866	Deep	Shallow subsurface	37.19601458
5	30	431.2280742	Deep	Shallow subsurface	39.08196607
5	31	453.0242522	Deep	Shallow subsurface	37.03921262
5	32	473.9876753	Deep	Shallow subsurface	44.21719789
5	33	495.6206138	Deep	Shallow subsurface	39.50548686
5	34	517.9517591	Deep	Shallow subsurface	41.16670681
5	35	540.5360778	Deep	Shallow subsurface	38.0490643
5	36	584.1665563	Deep	Shallow subsurface	41.12081519
5	37	605.3422171	Deep	Shallow subsurface	37.05089874
5	38	608.0871942	Deep	Shallow subsurface	39.86217272
5	39	632.4339752	Deep	Shallow subsurface	40.81800633
5	40	656.6201604	Deep	Shallow subsurface	34.84824736
5	41	668.8313814	Deep	Shallow subsurface	37.57084261
5	42	687.4178959	Deep	Shallow subsurface	33.92342789
5	43	697.9532882	Deep	Shallow subsurface	38.93493424
5	44	717.0977949	Deep	Shallow subsurface	37.85199042
5	45	722.9148856	Deep	Shallow subsurface	40.87189436
5	46	743.4613272	Deep	Shallow subsurface	37.05888817
5	47	763.8038188	Deep	Shallow subsurface	35.01160149
5	48	787.513737	Deep	Shallow subsurface	35.6447102
5	49	808.8918398	Deep	Shallow subsurface	37.45362051
5	50	823.012669	Deep	Shallow subsurface	37.25406982
5	51	832.3824689	Deep	Shallow subsurface	41.74101914
5	52	851.8225901	Deep	Shallow subsurface	45.83689004
5	53	861.2838813	Deep	Shallow subsurface	43.21840875
5	54	883.6814897	Deep	Shallow subsurface	42.35246024
5	55	887.4395145	Deep	Shallow subsurface	43.42758711
5	56	908.6067493	Deep	Shallow subsurface	42.18206343
5	57	926.9981896	Deep	Shallow subsurface	37.14913494
5	58	943.9613111	Deep	Shallow subsurface	38.70111
5	59	948.2165446	Deep	Shallow subsurface	38.50761791
5	60	958.9824526	Deep	Shallow subsurface	42.57375629
6	7	14.40201774	Deep	Shallow subsurface	19.46379576
6	8	30.81871732	Deep	Shallow subsurface	26.03590691
6	9	50.85004518	Deep	Shallow subsurface	28.48922612
6	10	67.39114702	Deep	Shallow subsurface	21.72366701
6	11	85.74973311	Deep	Shallow subsurface	19.85290224
6	12	106.7124109	Deep	Shallow subsurface	19.0981137
6	13	130.0118156	Deep	Shallow subsurface	19.56250956
6	14	155.458797	Deep	Shallow subsurface	30.46543386
6	15	174.9735488	Deep	Shallow subsurface	20.92129187
6	16	190.990049	Deep	Shallow subsurface	22.67558215
6	17	212.3038808	Deep	Shallow subsurface	24.58197188
6	18	235.9117692	Deep	Shallow subsurface	29.29936648
6	19	257.3438444	Deep	Shallow subsurface	26.13970771
6	20	277.3869462	Deep	Shallow subsurface	26.72257774
6	21	284.3955458	Deep	Shallow subsurface	25.47779582
6	22	301.7814884	Deep	Shallow subsurface	23.1488609
6	23	317.136322	Deep	Shallow subsurface	26.15981763
6	24	331.058186	Deep	Shallow subsurface	32.76325198
6	25	336.8261173	Deep	Shallow subsurface	32.17194365
6	26	350.7264202	Deep	Shallow subsurface	27.17501406
6	27	364.0786263	Deep	Shallow subsurface	27.49910826
6	28	382.8818788	Deep	Shallow subsurface	27.75999562
6	29	403.2655168	Deep	Shallow subsurface	29.40535727
6	30	415.3145764	Deep	Shallow subsurface	32.57379991
6	31	437.092221	Deep	Shallow subsurface	33.13140014
6	32	458.0323654	Deep	Shallow subsurface	40.09578317
6	33	479.6359517	Deep	Shallow subsurface	34.10194795
6	34	501.9555604	Deep	Shallow subsurface	34.07977798
6	35	524.5295091	Deep	Shallow subsurface	29.13655751
6	36	568.1415922	Deep	Shallow subsurface	32.83984506
6	37	589.3132122	Deep	Shallow subsurface	29.38635069
6	38	592.0594791	Deep	Shallow subsurface	32.05229603
6	39	616.4101268	Deep	Shallow subsurface	36.39683127
6	40	640.5929343	Deep	Shallow subsurface	30.79714422
6	41	652.7879207	Deep	Shallow subsurface	36.77487509
6	42	671.3655891	Deep	Shallow subsurface	27.96406497
6	43	681.8981568	Deep	Shallow subsurface	32.27290625
6	44	701.0266436	Deep	Shallow subsurface	29.58577688
6	45	706.836958	Deep	Shallow subsurface	36.09460551
6	46	727.3635114	Deep	Shallow subsurface	31.84515577
6	47	747.6870376	Deep	Shallow subsurface	28.79537554
6	48	771.3933353	Deep	Shallow subsurface	31.7198962
6	49	792.7893809	Deep	Shallow subsurface	33.0315544
6	50	806.929815	Deep	Shallow subsurface	30.29527839
6	51	816.3294606	Deep	Shallow subsurface	37.14195824
6	52	835.7730777	Deep	Shallow subsurface	45.82445471
6	53	845.2325682	Deep	Shallow subsurface	42.78984407
6	54	867.6430205	Deep	Shallow subsurface	42.30202732
6	55	871.3908674	Deep	Shallow subsurface	43.32694711
6	56	892.5127196	Deep	Shallow subsurface	43.02336024
6	57	910.8634982	Deep	Shallow subsurface	37.08079717
6	58	927.796458	Deep	Shallow subsurface	37.25953271
6	59	932.0471388	Deep	Shallow subsurface	37.42152626
6	60	942.8239719	Deep	Shallow subsurface	40.5183096
7	8	16.45736817	Deep	Shallow subsurface	18.40867224
7	9	36.44807407	Deep	Shallow subsurface	21.68214176
7	10	52.99104173	Deep	Shallow subsurface	16.99099411
7	11	71.3616226	Deep	Shallow subsurface	17.6615595
7	12	92.34571381	Deep	Shallow subsurface	18.57525509
7	13	115.6837296	Deep	Shallow subsurface	18.41689433
7	14	141.1625029	Deep	Shallow subsurface	24.85012134
7	15	160.6883512	Deep	Shallow subsurface	19.06419766
7	16	176.7172658	Deep	Shallow subsurface	18.74909211
7	17	198.0357153	Deep	Shallow subsurface	19.99075303
7	18	221.6685554	Deep	Shallow subsurface	24.45915544
7	19	243.1526686	Deep	Shallow subsurface	22.33326547
7	20	263.2198622	Deep	Shallow subsurface	20.60866276
7	21	270.2497653	Deep	Shallow subsurface	21.74240092
7	22	287.6861365	Deep	Shallow subsurface	19.46688916
7	23	303.0865648	Deep	Shallow subsurface	22.39166449
7	24	317.0248081	Deep	Shallow subsurface	25.96323153
7	25	322.7875138	Deep	Shallow subsurface	28.35036839
7	26	336.7085538	Deep	Shallow subsurface	22.77648721
7	27	350.0889148	Deep	Shallow subsurface	25.44521725
7	28	368.8899926	Deep	Shallow subsurface	23.85996977
7	29	389.2453032	Deep	Shallow subsurface	23.38976581
7	30	401.2794177	Deep	Shallow subsurface	26.55674788
7	31	423.0396003	Deep	Shallow subsurface	27.83876634
7	32	443.9585071	Deep	Shallow subsurface	31.20983239
7	33	465.5358978	Deep	Shallow subsurface	26.95758182
7	34	487.8447748	Deep	Shallow subsurface	28.74323371
7	35	510.4091177	Deep	Shallow subsurface	24.11609134
7	36	554.0043594	Deep	Shallow subsurface	29.76114691
7	37	575.1720452	Deep	Shallow subsurface	25.09871232
7	38	577.9193308	Deep	Shallow subsurface	25.04910072
7	39	602.2726655	Deep	Shallow subsurface	29.71273087
7	40	626.452125	Deep	Shallow subsurface	24.73244364
7	41	638.6332984	Deep	Shallow subsurface	35.79283377
7	42	657.203261	Deep	Shallow subsurface	26.82428257
7	43	667.7333024	Deep	Shallow subsurface	27.02003314
7	44	686.8481994	Deep	Shallow subsurface	25.06202257
7	45	692.6528235	Deep	Shallow subsurface	33.32285844
