annotation_basis	group	n_samples	taxonomic_median_bray	observed_functional_median_bray	functional_taxonomic_ratio	null_median	null_q025	null_q975	lower_tail_p	permutations
ko_copy_count	All	150	0.8227167580039108	0.17211896544042857	0.20920804610571747	0.1173174018184539	0.1140779669056817	0.12099449119701891	1.0	199
ko_copy_count	Deep	44	0.8092897348164644	0.16974828010455711	0.2097497012526097	0.11300385188253008	0.10811952602911094	0.11764882675171717	1.0	199
ko_copy_count	Rhizosphere	79	0.8180998552125226	0.1725085354138055	0.21086488930986544	0.11937958547103925	0.11574339634806688	0.12384700122827849	1.0	199
ko_copy_count	Surface	27	0.7520899323533472	0.14701176365231555	0.19547099000820878	0.10951603795877705	0.10310067246627737	0.11733147553627102	1.0	199
within_genome_relative	All	150	0.8227167580039108	0.17413796674584223	0.21166211220534598	0.1184510687829671	0.11563601391133832	0.1230132501756279	1.0	199
within_genome_relative	Deep	44	0.8092897348164644	0.1713345784686146	0.2117098130590658	0.11378130954538887	0.1096836871648158	0.11972469859605	1.0	199
within_genome_relative	Rhizosphere	79	0.8180998552125226	0.17182294547262178	0.21002686209739804	0.12073102124716813	0.117117428554656	0.12533560699400845	1.0	199
within_genome_relative	Surface	27	0.7520899323533472	0.1500987829578506	0.19957557800059889	0.11087985264188495	0.10404583850447269	0.11754319831345285	1.0	199
